,0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count,punct,tokenized,nonstop,stemmed
39,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
40,"My 2 favorite stocks going into 2022 are:

$ANY: Green energy #Bitcoin miner @GryphonMining who has 220k miners in… https://t.co/pLzLN72jSg",my 2 favorite stocks going into 2022 are    any  green energy  bitcoin miner   who has 220k miners in   ,0.15,0.65,positive,0.0,0.746,0.254,0.6249,104,18,my  favorite stocks going into  are    any  green energy  bitcoin miner   who has k miners in   ,"['my', 'favorite', 'stocks', 'going', 'into', 'are', 'any', 'green', 'energy', 'bitcoin', 'miner', 'who', 'has', 'k', 'miners', 'in', '']","['favorite', 'stocks', 'going', 'green', 'energy', 'bitcoin', 'miner', 'k', 'miners', '']","['favorit', 'stock', 'go', 'green', 'energi', 'bitcoin', 'miner', 'k', 'miner', '']"
41,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
42,"RT @VanathiBJP: Big news in the journey to defeat the Corona virus in India.

Bharat Biotech's Covaxin gets WHO approval for Emergency Use…", big news in the journey to defeat the corona virus in india   bharat biotech s covaxin gets who approval for emergency use ,0.0,0.1,negative,0.21,0.674,0.116,-0.3612,124,22, big news in the journey to defeat the corona virus in india   bharat biotech s covaxin gets who approval for emergency use ,"['', 'big', 'news', 'in', 'the', 'journey', 'to', 'defeat', 'the', 'corona', 'virus', 'in', 'india', 'bharat', 'biotech', 's', 'covaxin', 'gets', 'who', 'approval', 'for', 'emergency', 'use', '']","['', 'big', 'news', 'journey', 'defeat', 'corona', 'virus', 'india', 'bharat', 'biotech', 'covaxin', 'gets', 'approval', 'emergency', 'use', '']","['', 'big', 'news', 'journey', 'defeat', 'corona', 'viru', 'india', 'bharat', 'biotech', 'covaxin', 'get', 'approv', 'emerg', 'use', '']"
43,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
44,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
45,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
46,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
47,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
48,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
49,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
50,@US_FDA @DrWoodcockFDA #COVAXIN OR NOTHING FOR THE KIDS!,  fda    covaxin or nothing for the kids ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,41,7,  fda    covaxin or nothing for the kids ,"['', 'fda', 'covaxin', 'or', 'nothing', 'for', 'the', 'kids', '']","['', 'fda', 'covaxin', 'nothing', 'kids', '']","['', 'fda', 'covaxin', 'noth', 'kid', '']"
51,RT @AshwiniB_1991: @IAnnapurnna hi please support my daughter 🙏 jai sri RAM #COVAXIN https://t.co/0XRCYRzt5t,   hi please support my daughter   jai sri ram  covaxin  ,0.0,0.0,positive,0.0,0.583,0.417,0.6124,57,9,   hi please support my daughter   jai sri ram  covaxin  ,"['', 'hi', 'please', 'support', 'my', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']","['', 'hi', 'please', 'support', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']","['', 'hi', 'pleas', 'support', 'daughter', 'jai', 'sri', 'ram', 'covaxin', '']"
52,RT @PeacePalaceKH: Cambodia today granted an Emergency Use Authorisation licence for India-made #COVAXIN vaccine against #COVID19 https://t…, cambodia today granted an emergency use authorisation licence for india made  covaxin vaccine against  covid19  ,0.0,0.0,negative,0.148,0.739,0.114,-0.1531,113,15, cambodia today granted an emergency use authorisation licence for india made  covaxin vaccine against  covid  ,"['', 'cambodia', 'today', 'granted', 'an', 'emergency', 'use', 'authorisation', 'licence', 'for', 'india', 'made', 'covaxin', 'vaccine', 'against', 'covid', '']","['', 'cambodia', 'today', 'granted', 'emergency', 'use', 'authorisation', 'licence', 'india', 'made', 'covaxin', 'vaccine', 'covid', '']","['', 'cambodia', 'today', 'grant', 'emerg', 'use', 'authoris', 'licenc', 'india', 'made', 'covaxin', 'vaccin', 'covid', '']"
53,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
54,RT @GPatronic: $OCGN #Covaxin submits EUA request for COVID-19 vaccine candidate BBV152 to the ⁦@US_FDA⁩ . Now let’s see all 🐻 covering . h…,  ocgn  covaxin submits eua request for covid 19 vaccine candidate bbv152 to the    fda    now let s see all   covering   h ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,124,21,  ocgn  covaxin submits eua request for covid  vaccine candidate bbv to the    fda    now let s see all   covering   h ,"['', 'ocgn', 'covaxin', 'submits', 'eua', 'request', 'for', 'covid', 'vaccine', 'candidate', 'bbv', 'to', 'the', 'fda', 'now', 'let', 's', 'see', 'all', 'covering', 'h', '']","['', 'ocgn', 'covaxin', 'submits', 'eua', 'request', 'covid', 'vaccine', 'candidate', 'bbv', 'fda', 'let', 'see', 'covering', 'h', '']","['', 'ocgn', 'covaxin', 'submit', 'eua', 'request', 'covid', 'vaccin', 'candid', 'bbv', 'fda', 'let', 'see', 'cover', 'h', '']"
55,"RT @BjpBiplab: The world recognises Hon'ble PM Shri @narendramodi’s vision of an #AtmanirbharBharat. 

@WHO approves emergency use of #COVA…", the world recognises hon ble pm shri   s vision of an  atmanirbharbharat      approves emergency use of  cova ,0.0,0.0,positive,0.128,0.64,0.232,0.2732,111,17, the world recognises hon ble pm shri   s vision of an  atmanirbharbharat      approves emergency use of  cova ,"['', 'the', 'world', 'recognises', 'hon', 'ble', 'pm', 'shri', 's', 'vision', 'of', 'an', 'atmanirbharbharat', 'approves', 'emergency', 'use', 'of', 'cova', '']","['', 'world', 'recognises', 'hon', 'ble', 'pm', 'shri', 'vision', 'atmanirbharbharat', 'approves', 'emergency', 'use', 'cova', '']","['', 'world', 'recognis', 'hon', 'ble', 'pm', 'shri', 'vision', 'atmanirbharbharat', 'approv', 'emerg', 'use', 'cova', '']"
56,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
57,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
58,RT @MeghBulletin: Finland approves Bharat Biotech's #Covaxin, finland approves bharat biotech s  covaxin,0.0,0.0,positive,0.0,0.597,0.403,0.4019,43,6, finland approves bharat biotech s  covaxin,"['', 'finland', 'approves', 'bharat', 'biotech', 's', 'covaxin']","['', 'finland', 'approves', 'bharat', 'biotech', 'covaxin']","['', 'finland', 'approv', 'bharat', 'biotech', 'covaxin']"
59,"RT @DrPreetiverma: Congratulations India!
Our indigenous #Covaxin made by @BharatBiotech gets WHO approval! 😁

Thank you @narendramodi Ji
#…", congratulations india  our indigenous  covaxin made by   gets who approval     thank you   ji   ,0.0,0.0,positive,0.0,0.513,0.487,0.8591,97,13, congratulations india  our indigenous  covaxin made by   gets who approval     thank you   ji   ,"['', 'congratulations', 'india', 'our', 'indigenous', 'covaxin', 'made', 'by', 'gets', 'who', 'approval', 'thank', 'you', 'ji', '']","['', 'congratulations', 'india', 'indigenous', 'covaxin', 'made', 'gets', 'approval', 'thank', 'ji', '']","['', 'congratul', 'india', 'indigen', 'covaxin', 'made', 'get', 'approv', 'thank', 'ji', '']"
60,"@B1llyTh2K3d Found Dr. Fauci giving hit at 2:20 . I hope I am right what I think he is referring to! #Covaxin 
https://t.co/ySPFzJdj5s",  found dr  fauci giving hit at 2 20   i hope i am right what i think he is referring to   covaxin   ,0.2857142857142857,0.5357142857142857,positive,0.0,0.739,0.261,0.6486,101,21,  found dr  fauci giving hit at     i hope i am right what i think he is referring to   covaxin   ,"['', 'found', 'dr', 'fauci', 'giving', 'hit', 'at', 'i', 'hope', 'i', 'am', 'right', 'what', 'i', 'think', 'he', 'is', 'referring', 'to', 'covaxin', '']","['', 'found', 'dr', 'fauci', 'giving', 'hit', 'hope', 'right', 'think', 'referring', 'covaxin', '']","['', 'found', 'dr', 'fauci', 'give', 'hit', 'hope', 'right', 'think', 'refer', 'covaxin', '']"
61,RT @Arnab_89: @GulfTimes_QATAR Any update when they will recognise #Covaxin  in QATAR.,   qatar any update when they will recognise  covaxin  in qatar ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,64,10,   qatar any update when they will recognise  covaxin  in qatar ,"['', 'qatar', 'any', 'update', 'when', 'they', 'will', 'recognise', 'covaxin', 'in', 'qatar', '']","['', 'qatar', 'update', 'recognise', 'covaxin', 'qatar', '']","['', 'qatar', 'updat', 'recognis', 'covaxin', 'qatar', '']"
62,RT @SatlokChannel: The #COVAXIN vaccine has been approved by WHO for emergency use on Wednesday 3rd November 2021. The approval came after…, the  covaxin vaccine has been approved by who for emergency use on wednesday 3rd november 2021  the approval came after ,0.0,0.0,positive,0.102,0.667,0.231,0.5106,121,20, the  covaxin vaccine has been approved by who for emergency use on wednesday rd november   the approval came after ,"['', 'the', 'covaxin', 'vaccine', 'has', 'been', 'approved', 'by', 'who', 'for', 'emergency', 'use', 'on', 'wednesday', 'rd', 'november', 'the', 'approval', 'came', 'after', '']","['', 'covaxin', 'vaccine', 'approved', 'emergency', 'use', 'wednesday', 'rd', 'november', 'approval', 'came', '']","['', 'covaxin', 'vaccin', 'approv', 'emerg', 'use', 'wednesday', 'rd', 'novemb', 'approv', 'came', '']"
63,"Let’s Go…..SHARE
#OCGN  #Covaxin #Official_WSB #Webull #RobinhoodTraders  #nurses #KABC #EyewitnessNews #LosAngeles… https://t.co/KSky6ktnfk",let s go   share  ocgn   covaxin  official wsb  webull  robinhoodtraders   nurses  kabc  eyewitnessnews  losangeles   ,0.0,0.0,positive,0.0,0.845,0.155,0.296,118,14,let s go   share  ocgn   covaxin  official wsb  webull  robinhoodtraders   nurses  kabc  eyewitnessnews  losangeles   ,"['let', 's', 'go', 'share', 'ocgn', 'covaxin', 'official', 'wsb', 'webull', 'robinhoodtraders', 'nurses', 'kabc', 'eyewitnessnews', 'losangeles', '']","['let', 'go', 'share', 'ocgn', 'covaxin', 'official', 'wsb', 'webull', 'robinhoodtraders', 'nurses', 'kabc', 'eyewitnessnews', 'losangeles', '']","['let', 'go', 'share', 'ocgn', 'covaxin', 'offici', 'wsb', 'webul', 'robinhoodtrad', 'nurs', 'kabc', 'eyewitnessnew', 'losangel', '']"
64,@GulfTimes_QATAR Any update when they will recognise #Covaxin  in QATAR.,  qatar any update when they will recognise  covaxin  in qatar ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,63,10,  qatar any update when they will recognise  covaxin  in qatar ,"['', 'qatar', 'any', 'update', 'when', 'they', 'will', 'recognise', 'covaxin', 'in', 'qatar', '']","['', 'qatar', 'update', 'recognise', 'covaxin', 'qatar', '']","['', 'qatar', 'updat', 'recognis', 'covaxin', 'qatar', '']"
65,"#IndiaFightsCorona
#Credible #source for #COVID19 #information is @MoHFW_INDIA &amp; https://t.co/dc0kt3eLIy
You will g… https://t.co/c032IESy8D", indiafightscorona  credible  source for  covid19  information is   india  amp    you will g   ,0.4,0.7,neutral,0.0,1.0,0.0,0.0,95,12, indiafightscorona  credible  source for  covid  information is   india  amp    you will g   ,"['', 'indiafightscorona', 'credible', 'source', 'for', 'covid', 'information', 'is', 'india', 'amp', 'you', 'will', 'g', '']","['', 'indiafightscorona', 'credible', 'source', 'covid', 'information', 'india', 'amp', 'g', '']","['', 'indiafightscorona', 'credibl', 'sourc', 'covid', 'inform', 'india', 'amp', 'g', '']"
